"","airline","Date","CurrDate","n_day","wk_day","av_price","select","week","tri_d","tp","pred","med","q25","q75"
"3239","Sun Country Airlines","12/26/2018","2018-12-04",22,"Tuesday",542.275,1,"3",7,"3",481.24541755788,482.588524686933,334.358571099836,706.741135717517
"3240","Sun Country Airlines","12/26/2018","2018-12-05",21,"Wednesday",560.975,1,"3",7,"3",502.109852991779,502.385899979954,348.732424879816,742.385226388322
"3241","Sun Country Airlines","12/26/2018","2018-12-06",20,"Thursday",612.783333333333,1,"3",7,"3",397.998596548522,399.950304437874,285.902803467801,577.888046133056
"3242","Sun Country Airlines","12/26/2018","2018-12-07",19,"Friday",593.6,1,"3",6,"3",419.857264073613,419.988217340971,300.125607096064,619.821164902943
"3244","Sun Country Airlines","12/27/2018","2018-12-02",25,"Sunday",597.9,1,"4",8,"3",554.831201929169,560.453436176145,379.577845129873,832.046222367805
"3247","Sun Country Airlines","12/27/2018","2018-12-05",22,"Wednesday",582.9,1,"3",7,"3",510.859927500127,513.625995099703,359.039964497447,755.877431324363
"3248","Sun Country Airlines","12/27/2018","2018-12-06",21,"Thursday",550.15,1,"3",7,"3",407.100979475978,409.708706558777,289.596076592495,601.050538533217
"3249","Sun Country Airlines","12/27/2018","2018-12-08",19,"Saturday",597.9,1,"3",6,"3",520.847782194003,518.80183696498,358.643601039766,786.693914483358
"3250","Sun Country Airlines","12/28/2018","2018-12-03",25,"Monday",477.9,1,"4",8,"3",450.941853963356,449.649876601618,318.454817649943,662.515989482254
"3251","Sun Country Airlines","12/28/2018","2018-12-04",24,"Tuesday",477.9,1,"3",8,"3",464.576374349938,462.31176151669,325.706694144507,692.650255731422
"3252","Sun Country Airlines","12/29/2018","2018-12-02",27,"Sunday",456.4,1,"4",9,"3",492.647082826132,495.028760138572,344.859636115859,737.407062789383
"3253","Sun Country Airlines","12/29/2018","2018-12-03",26,"Monday",419.4,1,"4",9,"3",446.996335608863,449.115380548864,315.710307755936,658.463801093375
"3254","Sun Country Airlines","12/29/2018","2018-12-04",25,"Tuesday",419.4,1,"4",8,"3",460.067926905614,464.389645982665,326.31614474611,679.034952310401
"3255","Sun Country Airlines","12/29/2018","2018-12-05",24,"Wednesday",476.4,1,"3",8,"3",451.995382262491,453.863452174999,322.48122004504,669.78866620329
"3258","Sun Country Airlines","12/29/2018","2018-12-08",21,"Saturday",456.4,1,"3",7,"3",463.39460621655,463.356581415053,329.006129568155,689.425897928138
"3259","Sun Country Airlines","12/30/2018","2018-12-02",28,"Sunday",450.8,1,"4",9,"3",467.726069744489,467.684668788589,328.502640762285,693.540604086548
"3260","Sun Country Airlines","12/30/2018","2018-12-03",27,"Monday",438.59,1,"4",9,"3",414.808955743083,415.624349275047,294.555219725433,609.005972441733
"3261","Sun Country Airlines","12/30/2018","2018-12-04",26,"Tuesday",438.59,1,"4",9,"3",441.239673044892,441.492776905678,315.878699175101,648.696462092785
"3262","Sun Country Airlines","12/30/2018","2018-12-05",25,"Wednesday",416.6,1,"4",8,"3",441.651603629862,438.915483395305,317.389639223558,646.616596336598
"3263","Sun Country Airlines","12/30/2018","2018-12-06",24,"Thursday",438.59,1,"3",8,"3",346.95305817106,349.168323715997,258.660925684204,497.436466346989
"3264","Sun Country Airlines","12/30/2018","2018-12-07",23,"Friday",438.59,1,"3",8,"3",369.725658348624,368.597781240645,268.056044362765,538.082202924711
"3266","Sun Country Airlines","12/31/2018","2018-12-02",29,"Sunday",330.8,1,"4",10,"3",400.165326462829,399.504231382727,290.220943123097,577.223021406099
"3267","Sun Country Airlines","12/31/2018","2018-12-03",28,"Monday",330.8,1,"4",9,"3",360.641398088726,358.971417082023,265.087836923361,514.421149213241
"3268","Sun Country Airlines","12/31/2018","2018-12-04",27,"Tuesday",330.8,1,"4",9,"3",371.292205650215,369.734165286042,269.162984531984,541.618628217124
"3269","Sun Country Airlines","12/31/2018","2018-12-05",26,"Wednesday",285.8,1,"4",9,"3",376.799660289917,380.150051067369,274.791563462706,545.518089288538
"3270","Sun Country Airlines","12/31/2018","2018-12-06",25,"Thursday",330.8,1,"4",8,"3",308.196827973664,307.156164936984,230.254736464815,438.616593817609
"3271","Sun Country Airlines","12/31/2018","2018-12-08",23,"Saturday",330.8,1,"3",8,"3",375.00085471043,374.68458413052,274.200796522744,535.789781328308
"3272","United","01/01/2019","2018-12-02",30,"Sunday",389.646666666667,1,"4",10,"3",493.337234308201,492.598362725224,343.319409564054,737.709314504297
"3274","United","01/01/2019","2018-12-04",28,"Tuesday",775.918333333333,1,"4",9,"3",451.938523597234,453.164082366434,319.57382696749,667.300915046097
"3275","United","01/01/2019","2018-12-05",27,"Wednesday",739.448148148148,1,"4",9,"3",466.045103943176,461.144536920565,327.032062155808,692.876242820357
"3276","United","01/01/2019","2018-12-06",26,"Thursday",384.738461538462,1,"4",9,"3",370.558225275438,372.889683235812,270.285494239195,532.765480332314
"3277","United","01/01/2019","2018-12-07",25,"Friday",392.707142857143,1,"4",8,"3",394.500784973808,393.545390455329,281.542767175687,578.78051491365
"3278","United","01/01/2019","2018-12-08",24,"Saturday",434.786666666667,1,"3",8,"3",460.379331700471,462.490095423575,321.464698229962,686.18743455379
"3280","United","01/02/2019","2018-12-03",30,"Monday",377.447333333333,1,"4",10,"3",449.137291136366,450.938849917325,316.251013097039,662.876121045715
"3281","United","01/02/2019","2018-12-04",29,"Tuesday",377.447333333333,1,"4",10,"3",468.173535752919,469.560669406847,326.206818130973,703.270669781501
"3282","United","01/02/2019","2018-12-05",28,"Wednesday",382.190476190476,1,"4",9,"3",473.542155982728,473.113569535484,329.791501452325,707.547494097853
"3283","United","01/02/2019","2018-12-06",27,"Thursday",801.288888888889,1,"4",9,"3",384.197958640882,387.725976159048,280.877163151528,549.496186363065
"3284","United","01/02/2019","2018-12-07",26,"Friday",411.755555555556,1,"4",9,"3",397.793360511117,399.94575905336,284.30288798032,584.375325011246
"3287","United","01/03/2019","2018-12-03",31,"Monday",345.275454545455,1,"4",10,"3",381.775625982837,383.627759223996,275.109592808855,553.110230822062
"3288","United","01/03/2019","2018-12-04",30,"Tuesday",345.275454545455,1,"4",10,"3",398.944448713962,400.745110412919,286.70043325555,588.013478895349
"3289","United","01/03/2019","2018-12-05",29,"Wednesday",354.481333333333,1,"4",10,"3",401.859344300451,402.358702854881,290.931335524666,578.415469769053
"3290","United","01/03/2019","2018-12-06",28,"Thursday",362.123076923077,1,"4",9,"3",324.818611120675,324.758023796497,244.605901182269,456.513259883967
"3291","United","01/03/2019","2018-12-07",27,"Friday",352.651666666667,1,"4",9,"3",346.840426982042,345.917181704206,257.784666334065,496.798521276155
"3292","United","01/03/2019","2018-12-08",26,"Saturday",362.275,1,"4",9,"3",405.229648488185,408.436310179248,289.972446482794,592.790778202115
"3293","United","01/04/2019","2018-12-02",33,"Sunday",289.864285714286,1,"5",11,"3",328.487763667721,330.531710793301,244.311960234492,468.558567404957
"3294","United","01/04/2019","2018-12-03",32,"Monday",280.710526315789,1,"5",11,"3",297.071610031723,298.645769023898,224.584105732444,413.539116439967
"3295","United","01/04/2019","2018-12-04",31,"Tuesday",283.237368421053,1,"4",10,"3",326.870481994995,325.312282851919,244.740448812181,465.453086385006
"3296","United","01/04/2019","2018-12-05",30,"Wednesday",281.816315789474,1,"4",10,"3",330.408347328212,331.729809850375,243.429815176541,469.597284303151
"3298","United","01/04/2019","2018-12-07",28,"Friday",290.934545454545,1,"4",9,"3",287.813652871315,287.393807426082,221.277152652522,402.064080905735
"3300","United","01/05/2019","2018-12-02",34,"Sunday",290.455,1,"5",11,"3",325.578021727763,326.322742371506,242.378771830258,460.501773202914
"3301","United","01/05/2019","2018-12-03",33,"Monday",297.915714285714,1,"5",11,"3",298.434468521434,298.254058732717,227.079678879261,420.308585429628
"3303","United","01/05/2019","2018-12-05",31,"Wednesday",303.471304347826,1,"4",10,"3",324.621740177717,326.219324418956,241.355191143367,465.688639870686
"3304","United","01/05/2019","2018-12-06",30,"Thursday",299.492173913043,1,"4",10,"3",270.776854287226,270.027430738524,208.600818986019,371.808074927717
"3305","United","01/05/2019","2018-12-07",29,"Friday",296.699523809524,1,"4",10,"3",279.329023348203,278.807721667799,214.761822196101,385.84732693081
"3306","United","01/05/2019","2018-12-08",28,"Saturday",303.285555555556,1,"4",9,"3",328.45990577144,329.018706254831,242.121713211944,468.88621166241
"3307","United","01/06/2019","2018-12-02",35,"Sunday",307.771111111111,1,"5",12,"3",332.919512951957,330.956753526775,248.264653335236,476.802190020809
"3308","United","01/06/2019","2018-12-03",34,"Monday",315.685454545455,1,"5",11,"3",305.022006957948,303.125450368363,229.301389316737,429.386515250232
"3309","United","01/06/2019","2018-12-04",33,"Tuesday",316.773,1,"5",11,"3",313.231592069672,311.212133317165,232.718106893323,450.115768001222
"3310","United","01/06/2019","2018-12-05",32,"Wednesday",329.472,1,"5",11,"3",316.710766776481,315.956209659592,236.291328792985,446.402361069496
"3311","United","01/06/2019","2018-12-06",31,"Thursday",301.372,1,"4",10,"3",278.311721499506,280.024487219094,213.851388476918,381.774867669192
"3314","United","01/07/2019","2018-12-02",36,"Sunday",180.666666666667,1,"5",12,"4",221.130701170184,220.114699549156,178.481092680185,287.63931582282
"3315","United","01/07/2019","2018-12-03",35,"Monday",168.5,1,"5",12,"3",209.60935509761,209.522805961195,172.216734990536,270.217589926558
"3316","United","01/07/2019","2018-12-04",34,"Tuesday",168.5,1,"5",11,"3",214.106196778719,213.230013778886,175.551629786303,276.916168988249
"3318","United","01/07/2019","2018-12-06",32,"Thursday",176.04,1,"5",11,"3",188.420712376517,188.345141324305,159.579546697161,237.324861581725
"3319","United","01/07/2019","2018-12-07",31,"Friday",159.04,1,"4",10,"3",201.954125577581,201.484897501902,166.678313999777,259.808053248617
"3320","United","01/07/2019","2018-12-08",30,"Saturday",183.04,1,"4",10,"3",227.690008332372,227.827347455854,183.516860991951,299.075258750268
"3321","United","01/08/2019","2018-12-02",37,"Sunday",135.844444444444,1,"5",12,"4",138.388360842138,138.805940066894,128.695448157061,154.680600591342
"3322","United","01/08/2019","2018-12-03",36,"Monday",135.571428571429,1,"5",12,"4",135.421167067132,135.481772513416,126.782413263961,149.798640972747
"3323","United","01/08/2019","2018-12-04",35,"Tuesday",135.571428571429,1,"5",12,"3",136.956466276303,136.884773235712,127.920546079114,151.692103676238
"3324","United","01/08/2019","2018-12-05",34,"Wednesday",271.88,1,"5",11,"3",137.357207879779,137.31262983158,128.190512209875,152.56370966835
"3325","United","01/08/2019","2018-12-06",33,"Thursday",136.018181818182,1,"5",11,"3",130.983600401255,131.079251017929,124.38288077401,142.101666455711
"3326","United","01/08/2019","2018-12-07",32,"Friday",136.138461538462,1,"5",11,"3",132.634407565521,132.504504598938,125.417651462188,144.624512252419
"3328","United","01/09/2019","2018-12-02",38,"Sunday",135.844444444444,1,"5",13,"4",178.171426538103,179.447742071371,152.978679431895,219.455576766173
"3329","United","01/09/2019","2018-12-03",37,"Monday",135.844444444444,1,"5",12,"4",169.787217831104,169.15436575264,148.176091086308,204.404408657068
"3330","United","01/09/2019","2018-12-04",36,"Tuesday",135.844444444444,1,"5",12,"4",171.434428585142,171.064391784585,148.728290856691,209.660362814351
"3331","United","01/09/2019","2018-12-05",35,"Wednesday",128.2,1,"5",12,"3",173.785029427895,173.292380527054,150.647729542431,211.508516096542
"3332","United","01/09/2019","2018-12-06",34,"Thursday",135.9,1,"5",11,"3",159.278512611233,158.648640452355,141.419806937794,188.750843883271
"3333","United","01/09/2019","2018-12-07",33,"Friday",135.571428571429,1,"5",11,"3",163.13834316221,163.223165621163,144.008609138229,194.338644854883
"3334","United","01/09/2019","2018-12-08",32,"Saturday",135.571428571429,1,"5",11,"3",174.86750864712,175.948991673099,151.307638289722,213.456523557458
"3335","United","01/10/2019","2018-12-02",39,"Sunday",141.933333333333,1,"6",13,"4",154.060507050554,154.855454996132,138.470357895463,179.80469203453
"3337","United","01/10/2019","2018-12-04",37,"Tuesday",142.285714285714,1,"5",12,"4",157.205645073255,157.439412005262,139.956287226708,184.134229102374
"3338","United","01/10/2019","2018-12-05",36,"Wednesday",142.285714285714,1,"5",12,"4",157.093700668617,156.429595987022,139.758701245192,185.657246005922
"3339","United","01/10/2019","2018-12-06",35,"Thursday",142.285714285714,1,"5",12,"3",146.743322956194,146.801400709413,133.888286510571,168.738433380382
"3340","United","01/10/2019","2018-12-07",34,"Friday",141.866666666667,1,"5",11,"3",149.700645406403,149.333183697864,135.534395242669,172.994494872573
"3341","United","01/10/2019","2018-12-08",33,"Saturday",136.2,1,"5",11,"3",159.003895050403,159.48425237382,141.150973644366,188.265730727647
"3342","United","01/11/2019","2018-12-02",40,"Sunday",141.933333333333,1,"6",13,"4",149.890459770227,149.993482135866,135.667197855201,173.631413424821
"3343","United","01/11/2019","2018-12-03",39,"Monday",141.933333333333,1,"6",13,"4",144.692572312,144.790193779146,132.701145903854,164.744441097132
"3344","United","01/11/2019","2018-12-04",38,"Tuesday",141.933333333333,1,"5",13,"4",152.581154009071,152.489937382242,137.054919875774,177.474484079885
"3345","United","01/11/2019","2018-12-05",37,"Wednesday",141.933333333333,1,"5",12,"4",153.074696451115,152.95505707593,137.63476144746,177.602607526744
"3346","United","01/11/2019","2018-12-06",36,"Thursday",141.933333333333,1,"5",12,"4",142.49994973699,142.22139054311,131.011105903271,161.327987740995
"3347","United","01/11/2019","2018-12-07",35,"Friday",140.5,1,"5",12,"3",146.036327942324,145.654996028441,132.996515124809,167.810013018048
"3348","United","01/11/2019","2018-12-08",34,"Saturday",139.066666666667,1,"5",11,"3",154.591442095519,154.405207087342,138.563892131622,180.374845117459
"3349","United","01/12/2019","2018-12-02",41,"Sunday",136.018181818182,1,"6",14,"4",135.694505161392,136.333674251056,126.933717367979,150.123436631813
"3350","United","01/12/2019","2018-12-03",40,"Monday",136.018181818182,1,"6",13,"4",132.469189764898,132.336575361173,125.222373547985,144.435636373371
"3351","United","01/12/2019","2018-12-04",39,"Tuesday",136.018181818182,1,"6",13,"4",132.937906678286,133.050904670444,125.269626256372,145.954973066623
"3353","United","01/12/2019","2018-12-06",37,"Thursday",212.525,1,"5",12,"4",131.031483747978,131.056919700409,124.141742252788,142.179788443465
"3354","United","01/12/2019","2018-12-07",36,"Friday",212.525,1,"5",12,"4",132.515403039772,132.644602336296,125.183639843397,145.022766527137
"3356","United","01/13/2019","2018-12-02",42,"Sunday",283.866666666667,1,"6",14,"4",313.384729352357,316.703101167835,234.756989260671,444.241396332137
"3357","United","01/13/2019","2018-12-03",41,"Monday",283.866666666667,1,"6",14,"4",290.050384366944,292.580540531497,221.199278954435,404.246027277269
"3359","United","01/13/2019","2018-12-05",39,"Wednesday",283.866666666667,1,"6",13,"4",294.501013255992,298.670324355865,223.515863844923,413.033306235595
"3360","United","01/13/2019","2018-12-06",38,"Thursday",141.933333333333,1,"5",13,"4",273.637675708215,275.273543310722,209.703462887229,378.937386636244
"3361","United","01/13/2019","2018-12-07",37,"Friday",141.933333333333,1,"5",12,"4",287.87151633421,287.384557636989,219.978879982046,397.370942699817
"3363","United","01/14/2019","2018-12-02",43,"Sunday",323.41875,1,"6",14,"4",205.831107787999,205.101519391319,170.010139085422,264.663765903591
"3364","United","01/14/2019","2018-12-03",42,"Monday",143.08,1,"6",14,"4",191.588584970659,192.2099284004,162.114648585299,239.555134712078
"3365","United","01/14/2019","2018-12-04",41,"Tuesday",143.08,1,"6",14,"4",194.491858293818,193.954313075102,162.80313697604,247.397946737578
"3367","United","01/14/2019","2018-12-06",39,"Thursday",142.888888888889,1,"6",13,"4",175.877699589167,176.219180183929,151.238797765197,214.406020156141
"3368","United","01/14/2019","2018-12-07",38,"Friday",285.3,1,"5",13,"4",194.392504818688,193.58473471553,162.418993568902,245.467002110825
"3369","United","01/14/2019","2018-12-08",37,"Saturday",142.827272727273,1,"5",12,"4",213.066056379388,214.585060054132,175.311550161182,276.041671191016
"3373","United","01/15/2019","2018-12-06",40,"Thursday",106.408333333333,1,"6",13,"4",128.41304016947,128.193891835197,122.679338039022,137.501046734295
"3374","United","01/15/2019","2018-12-07",39,"Friday",106.408333333333,1,"6",13,"4",129.249457966424,129.078317832748,123.129709778991,139.400295397508
"3375","United","01/15/2019","2018-12-08",38,"Saturday",135.8,1,"5",13,"4",137.470204022965,137.666036259882,127.974370314328,153.250278777284
"3376","United","01/16/2019","2018-12-02",45,"Sunday",135.3,1,"6",15,"4",137.89702500606,137.768585496964,128.494829513638,153.415351078545
"3377","United","01/16/2019","2018-12-03",44,"Monday",135.3,1,"6",15,"4",134.057272452835,133.85682793574,126.12393770508,146.478813375814
